Asset,Time,WaveCal,Wave_E,Wave_N,Surge,Sway,Heave,Roll,Pitch,Yaw,Tendon Tension
Tendon 2,20.112,-0.1204,2.1349,-0.7729,15.0899,15.0629,-0.4338,0.0058,0.0016,0.1055,690.634
Tendon 2,20.175,-0.0627,2.1321,-0.7075,15.0834,15.0546,-0.4338,0.007,0.0017,0.1068,685.619
Tendon 2,20.239,-0.0049,2.1117,-0.6888,15.0759,15.0473,-0.4338,0.0083,0.0017,0.1081,680.983
Tendon 2,20.302,0.0531,2.1694,-0.6336,15.0694,15.039,-0.4342,0.0095,0.0018,0.1093,676.253
Tendon 2,20.365,0.1109,2.1242,-0.5839,15.0639,15.0317,-0.4346,0.0107,0.002,0.1103,671.617
Tendon 2,20.428,0.1681,2.2052,-0.5527,15.0574,15.0253,-0.435,0.0119,0.0023,0.1111,667.832
Tendon 2,20.492,0.2241,2.1443,-0.4958,15.0518,15.018,-0.4359,0.0129,0.0028,0.1118,664.048
Tendon 2,20.555,0.28,2.1967,-0.4064,15.0462,15.0116,-0.4367,0.0138,0.0034,0.1123,660.264
Tendon 2,20.618,0.3326,2.2498,-0.365,15.0407,15.0051,-0.4379,0.0145,0.0042,0.1126,657.236
Tendon 2,20.681,0.3849,2.2356,-0.2654,15.0351,14.9997,-0.4392,0.0151,0.0051,0.1128,654.303
Tendon 2,20.745,0.4344,2.3841,-0.2234,15.0295,14.9951,-0.4404,0.0153,0.0061,0.1129,651.749
Tendon 2,20.808,0.4811,2.3709,-0.1479,15.0239,14.9896,-0.4421,0.0153,0.0072,0.1129,649.667
Tendon 2,20.871,0.5275,2.4559,-0.0645,15.0193,14.985,-0.4433,0.015,0.0082,0.1129,647.964
Tendon 2,20.934,0.5672,2.5473,-0.0139,15.0137,14.9813,-0.445,0.0144,0.0091,0.1127,646.64
Tendon 2,20.998,0.6069,2.5463,0.018,15.0091,14.9777,-0.4466,0.0135,0.0098,0.1127,645.883
Tendon 2,21.061,0.6425,2.723,0.0926,15.0054,14.9749,-0.4479,0.0123,0.0104,0.1127,645.41
Tendon 2,21.124,0.674,2.7017,0.127,15.0017,14.9731,-0.4491,0.011,0.0107,0.1127,645.031
Tendon 2,21.187,0.7054,2.8024,0.1867,14.9979,14.9703,-0.4508,0.0096,0.0108,0.1127,645.41
Tendon 2,21.251,0.7281,2.8438,0.2288,14.9942,14.9694,-0.4516,0.008,0.0106,0.1129,646.261
Tendon 2,21.314,0.7508,2.8338,0.2872,14.9914,14.9667,-0.4529,0.0066,0.0101,0.113,647.491
Tendon 2,21.377,0.7694,2.9398,0.3245,14.9896,14.9658,-0.4537,0.0053,0.0094,0.1132,648.816
Tendon 2,21.44,0.7835,2.9424,0.3767,14.9868,14.9658,-0.4541,0.0041,0.0085,0.1133,650.519
Tendon 2,21.503,0.798,3.0126,0.4095,14.9868,14.9658,-0.4545,0.0033,0.0073,0.1135,652.222
Tendon 2,21.567,0.8047,2.9775,0.4803,14.9859,14.9658,-0.4545,0.0027,0.0061,0.1136,654.303
Tendon 2,21.63,0.8111,3.0148,0.5201,14.9859,14.9667,-0.4545,0.0025,0.0048,0.1136,656.385
Tendon 2,21.693,0.8145,2.9819,0.5606,14.9859,14.9685,-0.4545,0.0028,0.0034,0.1135,658.561
Tendon 2,21.756,0.8142,2.9383,0.6111,14.9868,14.9703,-0.4541,0.0034,0.002,0.1133,660.642
Tendon 2,21.82,0.8142,2.9571,0.6399,14.9887,14.9722,-0.4532,0.0044,8.00E-04,0.1131,662.724
Tendon 2,21.883,0.8088,2.8134,0.65,14.9905,14.974,-0.4524,0.0057,-5.00E-04,0.1128,664.427
Tendon 2,21.946,0.8034,2.8407,0.7021,14.9933,14.9767,-0.4516,0.0073,-0.0015,0.1124,665.751
Tendon 2,22.009,0.7959,2.7064,0.7084,14.997,14.9804,-0.4508,0.0091,-0.0025,0.112,666.981
Tendon 2,22.073,0.7866,2.5815,0.7473,15.0007,14.9841,-0.4499,0.011,-0.0033,0.1117,667.832
Tendon 2,22.136,0.7774,2.5661,0.7584,15.0044,14.9877,-0.4487,0.0129,-0.004,0.1113,668.306
Tendon 2,22.199,0.7657,2.4098,0.7808,15.0091,14.9942,-0.4479,0.0148,-0.0046,0.111,668.306
Tendon 2,22.262,0.7539,2.4308,0.8064,15.0147,14.9997,-0.447,0.0165,-0.0051,0.1107,668.306
Tendon 2,22.326,0.7415,2.3489,0.8291,15.0202,15.0051,-0.4466,0.018,-0.0055,0.1105,667.454
Tendon 2,22.389,0.7284,2.321,0.8149,15.0267,15.0116,-0.4458,0.0192,-0.0058,0.1104,666.13
Tendon 2,22.452,0.7152,2.257,0.8424,15.0332,15.0198,-0.4458,0.0201,-0.0061,0.1103,664.9
Tendon 2,22.515,0.7018,2.0756,0.8516,15.0407,15.0281,-0.4458,0.0205,-0.0063,0.1102,662.724
Tendon 2,22.579,0.6881,1.9931,0.843,15.0481,15.0363,-0.4458,0.0205,-0.0064,0.1102,660.642
Tendon 2,22.642,0.6745,1.7878,0.8829,15.0564,15.0464,-0.4462,0.02,-0.0065,0.1102,658.088
Tendon 2,22.705,0.6608,1.6783,0.8595,15.0648,15.0555,-0.447,0.0191,-0.0064,0.1101,655.533
Tendon 2,22.768,0.6474,1.4254,0.8813,15.0741,15.0656,-0.4479,0.0177,-0.0063,0.1099,652.6
Tendon 2,22.832,0.6337,1.239,0.8904,15.0834,15.0766,-0.4491,0.0159,-0.006,0.1096,649.667
Tendon 2,22.895,0.6203,1.0616,0.8595,15.0945,15.0876,-0.4504,0.0137,-0.0056,0.1092,646.261
Tendon 2,22.958,0.6069,0.847,0.8547,15.1047,15.0995,-0.452,0.0112,-0.005,0.1086,642.855
Tendon 2,23.021,0.5935,0.7252,0.8197,15.1159,15.1114,-0.4537,0.0084,-0.0044,0.1078,639.449
Tendon 2,23.085,0.5799,0.4927,0.802,15.1279,15.1243,-0.4557,0.0055,-0.0037,0.107,636.517
Tendon 2,23.148,0.5659,0.3552,0.802,15.14,15.1362,-0.4578,0.0023,-0.0029,0.106,633.111
Tendon 2,23.211,0.5523,0.1654,0.7669,15.1521,15.149,-0.4599,-9.00E-04,-0.0022,0.105,629.799
Tendon 2,23.274,0.5378,-0.0571,0.7441,15.1651,15.1618,-0.4619,-0.004,-0.0015,0.1038,626.772
Tendon 2,23.338,0.5234,-0.1023,0.7394,15.1781,15.1746,-0.464,-0.0071,-0.001,0.1028,623.839
Tendon 2,23.401,0.5087,-0.3301,0.6914,15.192,15.1875,-0.4665,-0.01,-7.00E-04,0.1018,621.284
Tendon 2,23.464,0.4932,-0.4371,0.6873,15.2069,15.2012,-0.4686,-0.0127,-8.00E-04,0.1009,618.73
Tendon 2,23.527,0.4778,-0.5668,0.667,15.2217,15.2131,-0.4702,-0.0151,-0.0012,0.1002,616.648
Tendon 2,23.591,0.4615,-0.8034,0.625,15.2366,15.2269,-0.4723,-0.0171,-0.0021,0.0997,614.945
Tendon 2,23.654,0.445,-0.8417,0.6105,15.2524,15.2397,-0.4739,-0.0187,-0.0035,0.0994,613.242
Tendon 2,23.717,0.428,-1.0516,0.5941,15.2682,15.2534,-0.476,-0.0198,-0.0054,0.0994,612.391
Tendon 2,23.78,0.4099,-1.1803,0.5568,15.2849,15.2663,-0.4772,-0.0205,-0.0077,0.0997,611.54
Tendon 2,23.844,0.3916,-1.302,0.576,15.3007,15.28,-0.4789,-0.0206,-0.0105,0.1001,611.54
Tendon 2,23.907,0.3728,-1.5292,0.541,15.3174,15.2928,-0.4802,-0.0202,-0.0137,0.1007,611.54
Tendon 2,23.97,0.3535,-1.5989,0.5122,15.3332,15.3066,-0.4814,-0.0193,-0.0173,0.1016,612.391
Tendon 2,24.033,0.3341,-1.8032,0.4958,15.3499,15.3194,-0.4826,-0.018,-0.0209,0.1025,613.242
Tendon 2,24.097,0.3135,-1.9312,0.4569,15.3666,15.3331,-0.4835,-0.0162,-0.0247,0.1036,614.945
Tendon 2,24.16,0.2926,-2.0608,0.4547,15.3814,15.346,-0.4843,-0.0141,-0.0283,0.1047,616.648
Tendon 2,24.223,0.2718,-2.2356,0.45,15.3972,15.3597,-0.4851,-0.0116,-0.0317,0.1058,618.73
Tendon 2,24.286,0.2501,-2.2811,0.4275,15.4121,15.3735,-0.4859,-0.0089,-0.0347,0.1068,621.284
Tendon 2,24.35,0.2284,-2.4443,0.4297,15.4269,15.3872,-0.4864,-0.0061,-0.0372,0.1078,623.839
Tendon 2,24.413,0.2057,-2.5573,0.4117,15.4409,15.4,-0.4868,-0.0033,-0.039,0.1088,626.393
Tendon 2,24.476,0.1833,-2.659,0.3798,15.4548,15.4128,-0.4872,-5.00E-04,-0.0402,0.1097,629.326
Tendon 2,24.539,0.1604,-2.8102,0.4117,15.4678,15.4257,-0.4876,0.0022,-0.0406,0.1105,631.881
Tendon 2,24.603,0.1369,-2.8266,0.3738,15.4808,15.4385,-0.4876,0.0046,-0.0403,0.1114,634.814
Tendon 2,24.666,0.1137,-2.9813,0.3643,15.4919,15.4504,-0.488,0.0067,-0.0393,0.1123,637.368
Tendon 2,24.729,0.0902,-3.0211,0.3675,15.504,15.4632,-0.488,0.0085,-0.0376,0.1132,639.923
Tendon 2,24.792,0.0665,-3.0632,0.3144,15.5142,15.4742,-0.488,0.0098,-0.0353,0.1141,642.004
Tendon 2,24.856,0.0425,-3.1303,0.3346,15.5244,15.4852,-0.4885,0.0108,-0.0326,0.1151,643.707
Tendon 2,24.919,0.0183,-3.0632,0.3068,15.5337,15.4953,-0.4885,0.0113,-0.0295,0.1161,645.41
Tendon 2,24.982,-0.0059,-3.1335,0.2958,15.5439,15.5054,-0.4885,0.0113,-0.0262,0.1173,646.64
Tendon 2,25.045,-0.0304,-3.1476,0.3043,15.5523,15.5145,-0.4885,0.011,-0.0229,0.1185,647.491
Tendon 2,25.108,-0.0549,-3.1209,0.2717,15.5616,15.5219,-0.4885,0.0103,-0.0196,0.1199,647.964
Tendon 2,25.172,-0.0794,-3.2515,0.2547,15.5709,15.5301,-0.4885,0.0093,-0.0165,0.1212,647.964
Tendon 2,25.235,-0.1039,-3.2028,0.2575,15.5783,15.5374,-0.4885,0.0079,-0.0136,0.1225,647.491
Tendon 2,25.298,-0.1287,-3.2342,0.2228,15.5876,15.5439,-0.488,0.0064,-0.0109,0.1239,647.113
Tendon 2,25.361,-0.1531,-3.2747,0.2025,15.595,15.5494,-0.488,0.0047,-0.0085,0.1252,645.883
Tendon 2,25.425,-0.1774,-3.1708,0.183,15.6034,15.5539,-0.488,0.0029,-0.0065,0.1264,644.18
Tendon 2,25.488,-0.2016,-3.2022,0.158,15.6108,15.5594,-0.488,0.0011,-0.0048,0.1274,642.004
Tendon 2,25.551,-0.2253,-3.1561,0.127,15.6182,15.5631,-0.488,-7.00E-04,-0.0032,0.1285,639.923
Tendon 2,25.614,-0.2491,-3.0764,0.127,15.6256,15.5658,-0.4876,-0.0024,-0.0019,0.1294,636.99
Tendon 2,25.678,-0.2718,-3.0735,0.1059,15.6321,15.5686,-0.4876,-0.0041,-6.00E-04,0.1303,633.962
Tendon 2,25.741,-0.2944,-2.9241,0.0935,15.6377,15.5713,-0.4876,-0.0055,7.00E-04,0.1311,631.029
Tendon 2,25.804,-0.3164,-2.9204,0.0825,15.6442,15.5732,-0.4876,-0.0069,0.0019,0.132,627.245
Tendon 2,25.867,-0.3375,-2.8369,0.0373,15.6489,15.5741,-0.488,-0.008,0.0032,0.1329,623.839
Tendon 2,25.931,-0.3584,-2.7613,0.0325,15.6535,15.5759,-0.488,-0.0089,0.0045,0.1338,619.581
Tendon 2,25.994,-0.3772,-2.7368,0.0079,15.6572,15.5759,-0.4885,-0.0096,0.0059,0.1349,615.797
Tendon 2,26.057,-0.3963,-2.5909,-0.0196,15.6609,15.5768,-0.4889,-0.0102,0.0073,0.1362,612.013
Tendon 2,26.12,-0.4136,-2.5269,-0.0133,15.6637,15.5768,-0.4893,-0.0105,0.0087,0.1377,608.228
Tendon 2,26.184,-0.4295,-2.455,-0.0559,15.6656,15.5759,-0.4901,-0.0106,0.0101,0.1393,604.349
Tendon 2,26.247,-0.4458,-2.3426,-0.0755,15.6674,15.5759,-0.4909,-0.0105,0.0112,0.1412,600.565
Tendon 2,26.31,-0.4589,-2.2717,-0.0616,15.6684,15.5741,-0.4918,-0.0103,0.0121,0.1433,597.159
Tendon 2,26.373,-0.4721,-2.1365,-0.1175,15.6684,15.5732,-0.4926,-0.0099,0.0126,0.1455,593.847
Tendon 2,26.437,-0.4837,-2.085,-0.0872,15.6684,15.5713,-0.4938,-0.0094,0.0127,0.1479,590.82
Tendon 2,26.5,-0.4935,-1.989,-0.1052,15.6674,15.5686,-0.4951,-0.0087,0.0124,0.1503,588.265
Tendon 2,26.563,-0.5033,-1.843,-0.1356,15.6665,15.5658,-0.4963,-0.008,0.0115,0.1526,586.184
Tendon 2,26.626,-0.51,-1.7853,-0.1182,15.6646,15.5631,-0.4975,-0.0072,0.0101,0.1549,584.481
Tendon 2,26.69,-0.5167,-1.6253,-0.14,15.6637,15.5604,-0.4988,-0.0063,0.0082,0.1569,583.251
Tendon 2,26.753,-0.5218,-1.5973,-0.1665,15.6609,15.5567,-0.5,-0.0054,0.0058,0.1589,582.4
Tendon 2,26.816,-0.5255,-1.4831,-0.1409,15.6581,15.5512,-0.5013,-0.0045,0.003,0.1605,581.926
Tendon 2,26.879,-0.5293,-1.335,-0.1766,15.6554,15.5466,-0.5025,-0.0036,-1.00E-04,0.162,582.4
Tendon 2,26.943,-0.5306,-1.2951,-0.1526,15.6516,15.542,-0.5038,-0.0027,-0.0034,0.1632,582.778
Tendon 2,27.006,-0.5322,-1.1203,-0.1719,15.6479,15.5374,-0.5046,-0.0018,-0.0068,0.1641,584.103
Tendon 2,27.069,-0.5329,-1.1147,-0.1852,15.6433,15.532,-0.505,-0.001,-0.0101,0.1648,585.332
Tendon 2,27.132,-0.5327,-1.0365,-0.1659,15.6386,15.5255,-0.5058,-2.00E-04,-0.0132,0.1654,587.414
Tendon 2,27.196,-0.5327,-0.8947,-0.1883,15.634,15.52,-0.5058,6.00E-04,-0.0162,0.1658,589.968
Tendon 2,27.259,-0.5316,-0.8953,-0.2187,15.6284,15.5136,-0.5062,0.0014,-0.0188,0.1662,592.523
Tendon 2,27.322,-0.5309,-0.7174,-0.1893,15.6229,15.5081,-0.5058,0.002,-0.0211,0.1666,595.456
Tendon 2,27.385,-0.5298,-0.6738,-0.2272,15.6173,15.5008,-0.5058,0.0026,-0.023,0.1671,598.862
Tendon 2,27.449,-0.5285,-0.5994,-0.2101,15.6117,15.4944,-0.505,0.0031,-0.0245,0.1677,602.646
Tendon 2,27.512,-0.5275,-0.4215,-0.2171,15.6052,15.4871,-0.5042,0.0035,-0.0257,0.1685,606.052
Tendon 2,27.575,-0.5273,-0.4183,-0.2297,15.5987,15.4806,-0.5033,0.0038,-0.0266,0.1694,610.31
Tendon 2,27.638,-0.5267,-0.2514,-0.2218,15.5931,15.4724,-0.5025,0.004,-0.0274,0.1705,614.094
Tendon 2,27.702,-0.5267,-0.2241,-0.2234,15.5857,15.466,-0.5013,0.0041,-0.028,0.1718,617.878
Tendon 2,27.765,-0.5273,-0.1936,-0.2601,15.5792,15.4587,-0.4996,0.0039,-0.0286,0.1731,621.757
Tendon 2,27.828,-0.5278,-0.0756,-0.2436,15.5727,15.4504,-0.4984,0.0036,-0.0291,0.1745,625.542
Tendon 2,27.891,-0.5296,-0.054,-0.267,15.5671,15.4422,-0.4967,0.003,-0.0298,0.1759,629.326
Tendon 2,27.955,-0.5316,0.0803,-0.267,15.5597,15.4348,-0.4951,0.0022,-0.0305,0.1773,632.732
Tendon 2,28.018,-0.5342,0.0998,-0.2591,15.5541,15.4257,-0.4938,0.0011,-0.0314,0.1786,635.665
Tendon 2,28.081,-0.5376,0.1475,-0.2787,15.5486,15.4174,-0.4922,-3.00E-04,-0.0323,0.1796,638.693
Tendon 2,28.144,-0.5409,0.2319,-0.2866,15.5421,15.4101,-0.4905,-0.0019,-0.0333,0.1805,641.152
Tendon 2,28.208,-0.5453,0.242,-0.2983,15.5356,15.4009,-0.4893,-0.0037,-0.0343,0.1811,643.328
Tendon 2,28.271,-0.5497,0.3653,-0.3403,15.53,15.3927,-0.4876,-0.0058,-0.0352,0.1814,645.031
Tendon 2,28.334,-0.5543,0.3662,-0.3144,15.5235,15.3844,-0.4868,-0.008,-0.0359,0.1815,646.261
Tendon 2,28.397,-0.56,0.4146,-0.3425,15.517,15.3753,-0.4855,-0.0104,-0.0365,0.1814,647.491
Tendon 2,28.46,-0.5654,0.4629,-0.3574,15.5105,15.367,-0.4847,-0.0128,-0.0367,0.1811,647.964
Tendon 2,28.524,-0.5711,0.4575,-0.3596,15.504,15.3588,-0.4839,-0.0151,-0.0366,0.1805,647.964
Tendon 2,28.587,-0.577,0.5683,-0.3915,15.4966,15.3515,-0.4835,-0.0174,-0.0361,0.18,647.964
Tendon 2,28.65,-0.5827,0.5169,-0.4351,15.4892,15.3423,-0.4831,-0.0195,-0.0352,0.1794,647.491
Tendon 2,28.713,-0.5884,0.616,-0.4218,15.4817,15.335,-0.4826,-0.0213,-0.034,0.1787,646.64
Tendon 2,28.777,-0.594,0.6559,-0.4569,15.4734,15.3276,-0.4826,-0.0227,-0.0324,0.1783,645.41
Tendon 2,28.84,-0.5994,0.644,-0.4468,15.465,15.3194,-0.4826,-0.0238,-0.0307,0.1778,644.558
Tendon 2,28.903,-0.6046,0.7478,-0.4888,15.4557,15.313,-0.4826,-0.0244,-0.0287,0.1774,642.855
Tendon 2,28.966,-0.6092,0.7095,-0.4882,15.4474,15.3057,-0.4831,-0.0246,-0.0267,0.1773,641.626
Tendon 2,29.03,-0.6136,0.7111,-0.5558,15.4381,15.2983,-0.4831,-0.0243,-0.0248,0.1773,640.301
Tendon 2,29.093,-0.618,0.7962,-0.5207,15.4288,15.2919,-0.4835,-0.0236,-0.023,0.1774,639.071
Tendon 2,29.156,-0.6214,0.7026,-0.5925,15.4195,15.2846,-0.4835,-0.0225,-0.0215,0.1776,637.841
Tendon 2,29.219,-0.6245,0.8448,-0.5511,15.4102,15.2782,-0.4835,-0.0211,-0.0203,0.1779,636.517
Tendon 2,29.283,-0.6273,0.7714,-0.6127,15.4,15.2699,-0.4835,-0.0194,-0.0195,0.1783,636.138
Tendon 2,29.346,-0.6294,0.8354,-0.6228,15.3907,15.2626,-0.4831,-0.0175,-0.0191,0.1787,635.287
Tendon 2,29.409,-0.6312,0.8439,-0.6266,15.3814,15.2553,-0.4826,-0.0156,-0.019,0.1792,635.287
Tendon 2,29.472,-0.6319,0.8009,-0.643,15.3722,15.247,-0.4818,-0.0136,-0.0193,0.1797,635.287
Tendon 2,29.536,-0.6327,0.8743,-0.6797,15.3629,15.2388,-0.481,-0.0118,-0.0198,0.1802,635.665
Tendon 2,29.599,-0.6327,0.8617,-0.6664,15.3536,15.2305,-0.4798,-0.01,-0.0205,0.1808,636.517
Tendon 2,29.662,-0.6327,0.9041,-0.7233,15.3443,15.2205,-0.4781,-0.0085,-0.0213,0.1816,637.841
Tendon 2,29.725,-0.6322,0.8875,-0.7293,15.335,15.2113,-0.4764,-0.0071,-0.022,0.1823,639.449
Tendon 2,29.789,-0.6312,0.8705,-0.7498,15.3257,15.2021,-0.4744,-0.006,-0.0224,0.1832,641.626
Tendon 2,29.852,-0.6299,0.9546,-0.7707,15.3164,15.192,-0.4727,-0.0052,-0.0226,0.1843,644.18
Tendon 2,29.915,-0.6286,0.9032,-0.7925,15.3072,15.182,-0.4702,-0.0045,-0.0225,0.1856,647.113
Tendon 2,29.978,-0.6276,1.0149,-0.7887,15.2979,15.171,-0.4682,-0.004,-0.0218,0.1871,650.519
Tendon 2,30.042,-0.626,0.9509,-0.8595,15.2886,15.16,-0.4661,-0.0035,-0.0207,0.1889,653.83
Tendon 2,30.105,-0.6247,0.9907,-0.8026,15.2784,15.1499,-0.4636,-0.0032,-0.0192,0.1909,657.709
Tendon 2,30.168,-0.6234,1.0212,-0.8904,15.2682,15.138,-0.4615,-0.0027,-0.0171,0.1933,661.872
Tendon 2,30.231,-0.6227,1.0124,-0.8728,15.2589,15.1279,-0.4595,-0.0023,-0.0147,0.1958,666.13
Tendon 2,30.295,-0.6221,1.078,-0.9015,15.2477,15.116,-0.4578,-0.0017,-0.012,0.1984,670.387
Tendon 2,30.358,-0.6216,1.0874,-0.8898,15.2375,15.105,-0.4562,-9.00E-04,-0.009,0.2012,674.645
Tendon 2,30.421,-0.6221,1.0375,-0.9467,15.2264,15.0931,-0.4545,0,-0.006,0.2041,678.807
Tendon 2,30.484,-0.6227,1.1586,-0.9334,15.2162,15.0821,-0.4529,0.001,-0.0029,0.2068,683.443
Tendon 2,30.548,-0.6239,1.0717,-0.9707,15.205,15.0711,-0.4516,0.0022,2.00E-04,0.2096,687.322
Tendon 2,30.611,-0.6257,1.1913,-0.9457,15.1939,15.0583,-0.4504,0.0034,0.003,0.2122,691.107
Tendon 2,30.674,-0.6278,1.1592,-0.959,15.1818,15.0473,-0.4495,0.0046,0.0055,0.2146,694.891
Tendon 2,30.737,-0.6314,1.1881,-0.9536,15.1707,15.0345,-0.4483,0.0057,0.0078,0.2167,697.919
Tendon 2,30.801,-0.6348,1.2195,-0.9584,15.1586,15.0226,-0.4475,0.0067,0.0096,0.2185,700.852
Tendon 2,30.864,-0.6392,1.2164,-0.9265,15.1474,15.0097,-0.4466,0.0074,0.0113,0.2201,702.933
Tendon 2,30.927,-0.6443,1.2427,-0.9988,15.1354,14.9969,-0.4454,0.0079,0.0125,0.2213,704.636
Tendon 2,30.99,-0.6495,1.2732,-0.9179,15.1233,14.9841,-0.4446,0.0079,0.0134,0.2223,705.487
Tendon 2,31.054,-0.6557,1.2794,-0.9849,15.1103,14.9713,-0.4437,0.0075,0.014,0.2231,705.866
Tendon 2,31.117,-0.6618,1.3591,-0.9217,15.0982,14.9575,-0.4429,0.0067,0.0144,0.2235,705.866
Tendon 2,31.18,-0.6683,1.3114,-0.9631,15.0852,14.9438,-0.4417,0.0055,0.0145,0.224,705.109
Tendon 2,31.243,-0.675,1.4341,-0.9318,15.0722,14.93,-0.4409,0.0038,0.0144,0.2242,703.406
Tendon 2,31.307,-0.6814,1.3566,-0.9669,15.0602,14.9154,-0.44,0.0018,0.0141,0.2244,701.23
Tendon 2,31.37,-0.6874,1.4862,-0.9287,15.0462,14.9016,-0.4388,-6.00E-04,0.0136,0.2247,698.676
Tendon 2,31.433,-0.6936,1.4279,-0.9675,15.0332,14.887,-0.4379,-0.003,0.0129,0.225,695.364
Tendon 2,31.496,-0.6987,1.5013,-0.8829,15.0202,14.8732,-0.4371,-0.0056,0.0119,0.2254,691.485
Tendon 2,31.56,-0.7031,1.5135,-0.966,15.0063,14.8586,-0.4363,-0.0082,0.0107,0.2259,687.701
Tendon 2,31.623,-0.7075,1.5349,-0.8835,14.9924,14.8439,-0.4355,-0.0105,0.0091,0.2265,683.443
Tendon 2,31.686,-0.709,1.5791,-0.9186,14.9794,14.8283,-0.435,-0.0127,0.0073,0.2272,678.807
Tendon 2,31.749,-0.7101,1.5496,-0.9164,14.9645,14.8137,-0.4342,-0.0144,0.005,0.228,674.171
Tendon 2,31.813,-0.7093,1.5518,-0.8876,14.9515,14.799,-0.4338,-0.0158,0.0024,0.2289,669.062
Tendon 2,31.876,-0.7064,1.6551,-0.875,14.9385,14.7834,-0.4334,-0.0166,-7.00E-04,0.23,664.427
Tendon 2,31.939,-0.7036,1.5801,-0.8829,14.9246,14.7679,-0.4334,-0.0168,-0.0041,0.2311,659.791
Tendon 2,32.002,-0.6956,1.7087,-0.8238,14.9116,14.7523,-0.433,-0.0165,-0.0077,0.2321,655.533
Tendon 2,32.065,-0.6876,1.6792,-0.8345,14.8986,14.7367,-0.433,-0.0157,-0.0116,0.2333,651.37
Tendon 2,32.129,-0.6771,1.6871,-0.7963,14.8865,14.7211,-0.433,-0.0143,-0.0156,0.2345,647.964
Tendon 2,32.192,-0.6634,1.737,-0.7786,14.8735,14.7046,-0.433,-0.0124,-0.0195,0.2357,644.558
Tendon 2,32.255,-0.6497,1.683,-0.7527,14.8605,14.6891,-0.433,-0.0102,-0.0234,0.2368,642.004
Tendon 2,32.318,-0.6306,1.7643,-0.7451,14.8494,14.6735,-0.433,-0.0076,-0.0269,0.2381,639.449
Tendon 2,32.382,-0.6111,1.7502,-0.6835,14.8373,14.657,-0.433,-0.0048,-0.0301,0.2393,637.841
Tendon 2,32.445,-0.5894,1.7611,-0.6866,14.8252,14.6414,-0.433,-0.0018,-0.0328,0.2406,636.99
Tendon 2,32.508,-0.5646,1.7806,-0.6111,14.8132,14.6259,-0.433,0.0012,-0.0348,0.2418,636.517
Tendon 2,32.571,-0.5399,1.7533,-0.5947,14.802,14.6112,-0.433,0.0042,-0.0361,0.2431,636.517
Tendon 2,32.635,-0.511,1.8587,-0.5302,14.79,14.5965,-0.433,0.0071,-0.0367,0.2445,636.99
Tendon 2,32.698,-0.4819,1.7869,-0.4866,14.7788,14.581,-0.433,0.0097,-0.0365,0.2458,638.219
Tendon 2,32.761,-0.4512,1.8336,-0.4569,14.7677,14.5681,-0.433,0.0122,-0.0356,0.2471,639.923
Tendon 2,32.824,-0.4192,1.8095,-0.4057,14.7565,14.5544,-0.433,0.0143,-0.0339,0.2485,642.004
Tendon 2,32.888,-0.3873,1.7853,-0.3612,14.7445,14.5416,-0.4326,0.0161,-0.0316,0.2496,644.18
Tendon 2,32.951,-0.3537,1.7994,-0.3526,14.7333,14.5287,-0.4326,0.0176,-0.0288,0.2507,647.113
Tendon 2,33.014,-0.3202,1.747,-0.2936,14.7222,14.5177,-0.4322,0.0188,-0.0255,0.2517,650.046
Tendon 2,33.077,-0.2867,1.7759,-0.2506,14.712,14.5058,-0.4317,0.0196,-0.0219,0.2524,653.452
Tendon 2,33.141,-0.2532,1.6799,-0.2048,14.7008,14.4958,-0.4313,0.0202,-0.0181,0.2529,656.858
Tendon 2,33.204,-0.2199,1.6111,-0.1106,14.6897,14.4857,-0.4309,0.0204,-0.0142,0.2532,660.264
Tendon 2,33.267,-0.1877,1.6331,-0.0398,14.6795,14.4747,-0.4301,0.0204,-0.0104,0.2533,663.575
Tendon 2,33.33,-0.1552,1.5004,0.0265,14.6702,14.4655,-0.4292,0.0202,-0.0067,0.2532,666.981
Tendon 2,33.394,-0.124,1.5377,0.1043,14.66,14.4554,-0.4284,0.0198,-0.0032,0.2529,669.914
Tendon 2,33.457,-0.0933,1.4247,0.1371,14.6507,14.4472,-0.4272,0.0193,2.00E-04,0.2523,672.942
Tendon 2,33.52,-0.0629,1.4116,0.2111,14.6423,14.439,-0.4259,0.0186,0.0031,0.2517,675.496
Tendon 2,33.583,-0.0345,1.378,0.2522,14.634,14.4298,-0.4247,0.0179,0.0058,0.251,677.577
Tendon 2,33.647,-0.0057,1.281,0.31,14.6265,14.4215,-0.423,0.0171,0.008,0.2503,679.28
Tendon 2,33.71,0.0222,1.3271,0.3697,14.6191,14.4133,-0.4214,0.0163,0.0101,0.2496,680.51
Tendon 2,33.773,0.0498,1.2647,0.4718,14.6126,14.4041,-0.4202,0.0156,0.0117,0.2489,680.983
Tendon 2,33.836,0.0771,1.2694,0.5239,14.6061,14.3968,-0.4185,0.0149,0.013,0.2485,681.362
Tendon 2,33.9,0.1042,1.2559,0.6196,14.6005,14.3895,-0.4168,0.0143,0.0139,0.248,680.983
Tendon 2,33.963,0.1315,1.1803,0.6468,14.595,14.3821,-0.4156,0.0138,0.0145,0.2478,680.132
Tendon 2,34.026,0.1593,1.2264,0.6974,14.5903,14.3748,-0.4139,0.0134,0.0147,0.2477,678.807
